0,43,10
44,101,3
149,164,10
165,214,1
233,245,3
246,270,1
271,277,9
279,307,11
308,325,3
326,348,1
349,360,9
371,378,6
379,388,3
389,398,1
399,426,9
427,438,3
439,445,1
446,450,9
455,466,9
467,482,6
522,531,1
532,554,9
565,576,3
577,610,1
611,629,3
630,645,1
646,648,9
650,674,7
681,685,7
781,841,1
842,843,9
845,853,6
855,866,9
867,880,6
881,901,3
902,914,1
915,916,9
917,922,11
923,925,12
929,936,7
955,963,3
964,973,1
974,979,9
982,984,6
987,996,9
1010,1014,6
1036,1050,4
1085,1099,1
1103,1107,11
1109,1117,12
1118,1155,3
1186,1194,1
1195,1203,9
1204,1217,7
1218,1244,3
1245,1253,1
1254,1259,9
1262,1278,6
1279,1301,4
1302,1341,1
1342,1354,9
1357,1367,7
1383,1395,3
1396,1402,9
1404,1424,7
1442,1456,1
1457,1466,9
1467,1483,7
1484,1492,3
1493,1500,1
1501,1503,9
1504,1509,11
1510,1521,12
1522,1539,3
1540,1558,1
1599,1562,9
1567,1572,6
1576,1598,8
1599,1615,3
1635,1644,3
1645,1654,1
1658,1664,11
1665,1674,9
1676,1687,6
1688,1697,5
1698,1717,3
1722,1728,11
1729,1738,9
1739,1747,6
1748,1760,1
1761,1782,9
1788,1797,4
1815,1838,3
1839,1849,1
1850,1854,9
1859,1890,6
1891,1916,3
1917,1946,2
1970,1977,7
1982,1988,5
1989,2000,3
2045,2058,3
2059,2114,1
2119,2136,3
2154,2158,3
2159,2204,1
2212,2218,9
2219,2236,7
2237,2251,3
2252,2261,1
2267,2269,11
2273,2274,9
2275,2286,7
2287,2327,3
2358,2367,3
2425,2437,4
2470,2477,9
2478,2491,7
2495,2506,3
2507,2518,1
2519,2523,9
2527,2548,9
2555,2565,1
2566,2576,9
2579,2593,7
2594,2622,3
2656,2680,3
2695,2719,9
2720,2729,7
2739,2744,3
2819,2822,11
2825,2837,9
2839,2847,6
2909,2943,8
2944,2966,3
3014,3038,7
3073,3099,4
